subjnames,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,Sp1,Sp2,Fz,Cz,Pz,Oz,A1,A2,AF3,AF4,Fc3,Fc4,Cp3,Cp4,Po3,Po4,FT7,FT8,Cp7,Cp8,AF1,AF2,F1,F2,F5,F6,Fc1,Fc2,Fc5,Fc6,C1,C2,C5,C6,Cp1,Cp2,Cp5,Cp6,P1,P2,P5,P6,Po5,Po6,AFz,Fcz,Cpz,Poz,Fpz,AF5,AF6,AF7,AF8,AF9,AF0,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,T15,T16,T13,T14,T11,T12,T9,T10,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,T7,T8,P9,P10,P11,P12,P13,P14,P15,P16,P7,P8,Po1,Po2,Po7,Po8,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15
Subject01_timefreq_fft_251222_1328_specparam.mat,1.12863263296099,1.31701369460964,1.10402479609632,1.00770817868767,1.13456137447926,1.19908432780713,1.18719391886521,1.27830151539176,1.03289328651726,1.2792515652768,1.13972155217055,1.33878888162331,0.94238417995742,1.32010566233705,1.08007744188192,1.28514237776666,1.13502160589081,1.24724995826766,1.28820827439504,1.22042894045464,0.969106488409281,1.35316453762452,1.21712400793418,1.14776102101107,1.15081563334982,0.965596500045088,1.06862888346706,1.08654966509135,1.12293717565972,0.93508967914845,1.03318731154348,1.21660115245159,0.999388526051775,1.32859841216993,0.801811004753078,0.798531224464964,1.13177733310737,1.31541475993756,1.23613797791264,1.22427094047591,1.14969696127529,1.13034696405885,1.16304540625085,1.08653369943541,0.88318643872908,1.13628020049755,1.27933719544306,1.03536289033509,1.11874211680499,1.06801194364328,1.22281847698287,1.26995882019779,1.00118959204,1.14624328749561,1.02570355150197,1.37981312317076,1.00576941258022,1.0994168928676,1.0868230625718,1.14021536646977,1.35818478473268,1.20507830802289,1.1587024661058,1.33146161855217,1.41839980325105,1.06068484814608,1.37131802755428,0.94657508877311,1.34286875265941,1.14510652287154,1.12308105728915,1.23930701305692,1.2633194988568,1.16830826389023,1.17375600886721,1.15518956272343,1.16258843770017,1.17530076689952,1.20779690562889,1.11055809465663,1.35020089027793,1.1902120527466,1.21725101839733,1.10426455374699,0.942424446699363,0.951301388451437,1.06954808758248,1.17492359416957,1.32898070920323,1.10861558795027,1.09450026314876,1.2576960602428,1.27368996318204,1.27911254808047,0.937729038868521,1.13059098975785,1.14997501724783,1.0182512302628,1.06211059402372,0.815390037042339,0.817598094672883,1.41008593581349,1.36717747755363,1.13735213324499,0.903920437096702,1.01936703897504,1.27029496615355,0.961276752201303,1.06394401020959,1.06132765791942,1.12069127979005,1.1257596025528,1.12859205320973,0.920609671564187,1.26133410246187,1.06519638535135,1.20846168811577,1.16503194914187,1.20171608016201,1.13208864785309,0.997131743304336,1.10603212065432,1.28202307793553,1.1178498900361,1.23268868747192,1.06542766073799,1.28393977414561,0.977830203362838
Subject02_timefreq_fft_251222_1329_specparam.mat,1.13492166837607,1.37874443136709,1.23872032930391,1.06639574925787,1.15676015840255,1.2497512586874,1.18370022060433,1.29703677347629,1.09804297669167,1.31984140763966,1.14204309643794,1.37950955517564,0.97657351601116,1.34641097660588,1.16608545910425,1.31682054596015,1.13406756780084,1.35813332320834,1.39682991646662,1.1843642621892,0.915441601729512,1.33020230097699,1.22330721831933,1.14173625660653,1.13632402932972,1.01818613280916,1.04386312895701,1.17051303458459,1.1705284879783,0.905585487792369,1.04539961721269,1.23458026568005,0.914921340642705,1.35453915815893,0.845230596127683,0.831757679565752,1.13513439223204,1.37876143814786,1.3479400628387,1.3639127987811,1.13714491547096,1.18555779147072,1.24370436792988,1.25234576863109,0.929614655047145,1.19975453943123,1.26847003883873,1.04280814952552,1.17174911038124,1.13581117013078,1.27534520284022,1.28762069035005,1.0306206298313,1.15074995636981,1.01266103982313,1.42143864252247,1.0323813290834,1.09984122496705,1.15457910097824,1.14791335920201,1.44533020245475,1.23916461468367,1.27124226235097,1.32336230717452,1.42182961862003,0.988694288344118,1.50392460570653,0.971748653426833,1.42916483048637,1.12145161562156,1.23075716797393,1.36969617809887,1.33834101841724,1.24615978988142,1.33065369727649,1.26511915699784,1.32020590430343,1.14888660904938,1.31795102680517,1.067989777472,1.37338910076478,1.20710692977023,1.22312695781104,1.17066223548895,0.976984232887589,0.888267374995179,1.14362915858075,1.14990002147153,1.34543655852875,1.13767693458161,1.08642929580397,1.27926889183164,1.21117925509661,1.30039989258118,1.1921474477428,1.17754862155461,1.24993730750559,1.04098547700759,1.03887367052171,0.810136629346015,0.823598927476471,1.3759087982449,1.4231700941422,1.18793210457919,1.0032550523524,1.04203013614671,1.36321154739466,0.987257927206727,1.09534087854176,1.12645271090893,1.16272560462182,1.16412781155032,1.17350399798628,0.924072871090347,1.31237553971848,1.12244347508177,1.22948708164384,1.19728948871216,1.21249006329971,1.15728309660503,1.01430361749236,1.09848371245439,1.32639384166687,1.17648332737599,1.23024789337518,1.12849949657019,1.33121261588887,0.974459180081839
Subject03_timefreq_fft_251222_1329_specparam.mat,0.964902494449916,0.686161572341311,0.738971419309428,0.718629003493805,0.833974339617944,0.749352383314293,0.822440759336102,0.829411567433701,0.700843569323548,0.722804836180215,0.969368187668501,1.0208294653608,0.641272516742651,0.808834308345707,0.70384344539771,0.722662424272425,0.86608306925239,0.649416539156332,0.899770058181077,1.02623439464259,0.886358220418718,0.718960370854907,0.876838508680623,0.934445079706649,0.990395644889328,0.483716468519712,0.671427337760866,0.804299871767185,0.824383195089668,0.839896344452287,0.703079115943631,0.669368474896853,0.589983378968309,0.961650293331072,0.619165785168953,0.667366292252057,0.92070174592972,1.03928939838808,0.813819201198205,0.749600019228633,0.846777191335527,0.785591193370905,0.627315937529648,0.453954345516879,0.648877135298164,0.624950211973549,0.863773914368066,0.83618636519472,0.839519243000059,0.60632980668076,0.877537446087999,0.752332728523667,0.709606934253349,0.737395314855543,0.52768442946589,0.764269584045989,0.708227031603181,0.423719260559248,0.572582647393516,0.683168030800916,1.1705185766578,0.808011832558683,0.895109278721542,0.654190771004102,0.671376762195369,0.84867845301827,1.01909465349111,0.859688483075812,0.60379037704399,0.941981753147983,1.00502816864543,0.790317077803038,0.858636175356589,0.568354331079451,0.707730771942397,0.679590556153707,0.618869414055182,0.509415843204167,0.813097276524515,0.722721574170566,0.533355076155347,0.827805556751195,0.76276153361586,0.7796719827161,0.650023401904378,0.387943481178227,0.562355919583927,0.800110011834776,0.908313645056982,0.415044065042318,0.372983292387737,0.854647709036952,0.796320290899552,0.769062594623968,0.794786980507279,0.746964752761129,0.694734044936298,0.543768229856066,0.341480464587214,0.276845311625897,0.607998429937277,0.857282722060888,0.734134051740263,0.751730946849695,0.726446001199246,0.715663311997734,0.749716595500261,0.688186463391473,0.671453240918727,0.577356970307567,0.58920544191654,0.700876533881313,0.701507037007594,0.70032563161155,0.638895068885626,0.6937023698821,0.632990590044038,0.692753158991537,0.582764081294059,0.700559943438871,0.700424904806385,0.700459542682436,0.696095477347172,0.697184335456208,0.700198766589023,0.695294645932785,0.708342013530702,0.70633769388453
Subject04_timefreq_fft_251222_1329_specparam.mat,0.332023155811431,0.156906348943279,0.550749435554186,0.0981106386310343,0.570161805588375,0.664598641938588,0.519991170340654,0.50327296093892,0.183816830145729,0.519283811643298,0.343834566329077,0.163626535651964,0.322309078654742,0.39320981785745,0.391153629125179,0.560132814071513,0.324170916424542,0.177870697217323,0.500754670128878,0.656104097970599,0.580543545681424,0.51946824214408,0.563632858442002,0.503560989484711,0.335048415947142,0.16351111885341,0.543292007929154,0.667173318349133,0.60393762889963,0.63751977888214,0.257480367733654,0.553081842021601,0.517077573853166,0.174005585973348,0.382672164589315,0.389004642929559,0.338047558709244,0.150979559468781,0.518298300132491,0.477583974660601,0.56057890176388,0.235281644088189,0.754485630828286,0.583680430494193,0.544559799236876,0.492246980057819,0.693454992432952,0.409553731626631,0.443890666628744,0.300247508624549,0.763753054460993,0.645396783051035,0.668592602193911,0.371633163800226,0.682894025530035,0.724842168096987,0.670896353018329,0.416052445141791,0.634125799035082,0.533259166438601,0.171632700867374,0.899643219159087,0.647150829663484,0.297485056825433,0.174714122059446,0.328846134112631,0.122770874681953,0.305872659678714,0.154777604211119,0.309813338287033,0.138080773722465,0.519613592725692,0.222708670455633,0.53528702575085,0.282765587904517,0.57940284987621,0.54078487498927,0.574234386521359,0.509976464166855,0.501743189007479,0.287079182957793,0.758923877481752,0.950577394317459,0.60125081177797,0.695198400232346,0.522969786604432,0.323667141841724,0.588918502497606,0.378830031450913,0.719677440876944,0.393317379049486,0.677881136982618,0.653594629872324,0.783901550825663,0.662413097452663,0.723615126309958,0.219530211967948,0.65297969553494,0.407332233503689,0.594591233068434,0.381825706760638,0.881080447445453,0.691455379265224,0.597586078851605,0.645828611762162,0.437345609571954,0.288873307686066,0.483585014440883,0.574609207575313,0.528424454738733,0.0772304818073811,0.551823976524545,0.537770262454082,0.659161653619792,0.536916514685388,0.0661895597357841,0.32606717204388,0.38866933493149,0.265178249433664,0.391546303714358,0.410713391938788,0.488317274943439,0.451419945554517,0.639306643610487,0.463054016869479,0.57846927584902,0.522220255186143,0.567970160458271
Subject05_timefreq_fft_251222_1329_specparam.mat,0.933164266269095,0.922187507561482,0.8515201200282,0.993635437168901,0.960544281273816,0.861202807012207,1.17791525276945,0.547002774267458,0.830209902120862,0.675522011940843,1.06635464327062,1.08067250067086,0.332552139571794,0.889898295691832,0.838111841539652,0.760109052863819,0.935812904714731,0.919548026367187,1.01265549815504,0.973017334960462,1.02840340322429,0.850333939440188,0.599579475488238,0.838399577275193,0.93815089759372,0.708484291080422,0.723475032351565,1.02210398946302,0.923194492835137,1.01444726942779,0.944085256362602,1.02963836785895,0.825992857115334,1.21983392524729,1.07947258769953,0.743709730848877,0.931729047963918,0.914203697554881,1.06330224529017,1.0235183951472,0.741811939449662,0.999490952511216,0.940196061056428,0.948268438207834,0.385612034662181,1.24500084492769,0.976688744294552,0.990241611079515,0.63837057189255,0.871319621956311,0.78982211959843,1.04749332424952,0.893294323181531,0.923940901518895,1.06518727636437,0.794393161681752,1.03989458108507,1.06853858208095,0.933465579760568,1.03748990917317,1.06808665939821,0.953040331107771,0.993619222705894,1.0310653424179,0.855573331261047,0.856125439662377,0.708216938460841,1.08373370239699,0.673459765234533,0.578209138988234,0.684630302836675,0.992553952906611,0.987459948772174,0.94688285171846,1.03926668668862,0.768348945227305,1.05876086020982,0.834251023010082,0.733908094886086,1.033814261692,0.951357734424802,1.05028329191902,0.948599450803663,0.966857457854633,1.21890551303614,0.565464667441273,1.14698325994425,0.256977175436879,1.22703554513049,0.842187940615278,0.924593581898525,1.04938719960397,1.15284597624156,1.29824305774868,1.12818834579301,0.838432321688897,0.925343041026405,0.95815991382534,0.88872948601646,0.951496754033891,0.908741595651569,0.963524001003299,1.33559629047297,0.997336634920018,1.00752577359349,0.959347561424473,1.08571072621435,1.04507676190899,0.691657267150808,0.665781926552943,0.691829177119262,1.24181172027093,0.830155212621835,0.664789186255626,0.646809476419553,0.829171440081338,0.70199938051463,0.94475337138164,0.934305714337512,0.790923573024328,0.958094095457273,0.825494477873015,0.754875594684578,0.830385710708549,0.62029193781097,0.831221914669637,0.96033912822367,0.683949836979078
Subject06_timefreq_fft_251222_1329_specparam.mat,0.698410169380647,0.719633349431206,0.830548760275303,1.00772841771765,1.01756003693609,0.915602564715906,1.04870601890755,0.982686484062129,0.968844809568373,0.79047736106771,0.859315947214625,0.832888633732391,0.988355273197283,0.984317025954782,0.914686564191409,0.766033627166456,0.665306500379577,0.778520224437369,1.1826857523559,0.92095981401954,1.00887796591735,0.874169626677493,0.931960693726401,0.971340918601647,0.77909122894246,0.690664141682232,0.948025800909957,1.0313646426302,0.999438939090667,0.97658784067893,0.871078093926422,0.792745533931521,0.838201165793845,0.847300924127579,0.767606994350169,0.822220231619092,0.527043424493563,0.542098947727574,1.12220425214706,1.0723835887509,0.688170726022987,0.977883182187564,1.08778903624276,1.0422671092463,0.812229568671675,0.905858031572842,0.945383481166731,0.908720623561823,0.892185441516489,0.86050407695008,0.959090202428436,0.978363596510458,0.759042024245171,0.915212896948345,1.08050209827268,0.986493834782126,0.925757841698294,1.04457489655196,0.859913643051753,0.797067333243698,0.847281524871982,1.03355446992628,1.00033772405402,0.836671467790137,1.00504258194906,1.0030136258608,0.774117398337954,0.738910532783492,0.73459942357987,0.848455999213396,0.837977251443523,1.09036400363742,1.0009019083388,1.08105029372578,1.1251843710686,0.925776516469987,0.959328073299849,0.750408679922257,0.797151800659068,0.808421437693175,0.826680618889088,1.01719770089585,0.848767319759039,0.940564891556517,1.05793669001709,0.924762587833359,1.03352173462803,0.915918535934794,0.980848046134183,0.89389447676126,0.952969496823797,0.955416699791969,1.01551912209839,0.914152585907672,0.920368240608944,0.870267952421844,0.96335770226359,0.612989459370766,1.07405791908472,0.90923800899626,0.637310007388856,1.0664401410119,0.998649245998144,0.84660120060971,0.90159669111136,0.725672055601303,0.874167658724461,0.985916787370981,0.792356448216074,0.925733959872365,0.74652166872748,0.876569689707804,0.87875261087046,0.831810715890898,0.913240131655247,0.997890589065904,0.815368505124853,0.863102281085574,0.774591323951738,1.03804409066412,0.813229684592686,0.837956572458302,0.807828682048292,1.00383019568243,0.880863083686282,0.982975783045315,0.845512842193462,0.866019411780574
Subject07_timefreq_fft_251222_1329_specparam.mat,0.400846853484552,0.19699775258394,0.847585562798477,0.174441154693097,0.95141209609853,0.764383409332476,0.920682488021566,1.3075440443121,0.76297193813178,0.448811237934588,0.639936907179723,0.577140083653508,0.705532629940851,0.875273547754494,0.476124587514147,0.777368203082974,0.613308003752564,0.825562215942497,0.815236560418013,0.719416077176302,0.719382402069725,0.802628394682777,0.628204520658092,0.448032467169517,0.769558986679658,0.387390873370604,0.690596195408496,0.61232006477921,0.903626312558398,0.476474235436694,0.63051407230081,0.752193339503901,0.486136110551571,0.797495658291669,0.697500355800446,0.754585132166351,0.627349969887815,0.192716538500273,0.830756547435853,0.545395339614916,0.66905573023188,0.12632755054105,0.847409603127724,0.718933362886409,0.517040678389946,0.453231028505321,0.404538492687975,0.888844368004591,0.812679735572108,0.394113261278439,0.934774401683855,0.858146608607529,0.925675495936596,0.784631244814083,1.04870292042638,0.97586014891753,0.581148949280906,0.666309681126209,0.478330374250171,0.760259085683842,0.738008915362348,0.836699392208205,0.849192354189267,1.18053224459218,0.648944271935189,0.694454686594427,0.323263167978704,0.678472902305139,0.423751523302984,0.523002104358917,0.218994775206783,0.915612410457141,0.788982776757443,0.850758257245952,0.480763562210185,0.703969601793853,0.327724917840955,0.471249875807913,0.509301754240533,0.307890402429579,0.735503961048077,0.792476929122935,0.815369352279797,0.79613706697546,0.54083989739535,0.614102221365648,0.372674721158303,0.645692325629923,0.551031505370819,0.725567245595975,0.465519176452043,0.963654679465853,0.779752296777328,0.82877517025535,0.525501237470263,0.904749231688505,0.486398576667503,0.956665904758597,0.340627011199438,0.69766184577023,0.663595501019692,0.993089115367391,0.790862366653273,0.917740366858166,0.646463747786889,0.875383047935128,0.844925892369438,0.735515700171414,0.721124905654364,0.521299368268814,0.719413603131263,0.839806503944326,1.40852414986417,0.517983339924274,0.420347609595659,0.787277570284938,0.694529461551385,0.471019994705486,0.751187441725902,0.488336962358209,0.741753173077367,0.469138754827009,0.464490349399262,0.503308629411074,0.693595106288923,0.489710045397657,0.768111458482878,0.552242087805677
Subject08_timefreq_fft_251222_1329_specparam.mat,0.868969622315467,0.745925569597339,1.04597340325756,0.976112154229438,0.963123409518687,1.12904634657846,1.0260927328785,1.22179405325362,1.03942026080834,1.01171375725841,1.35322434896445,1.08973581262775,0.935163891801124,1.2080986651639,1.01971327881127,1.00134031678009,0.856302994659573,0.833398165127285,1.04812301368281,1.08934106019122,1.2860297514075,0.98039064055808,0.733799899213614,0.814226794088955,0.875965046094739,0.835880782316676,1.28190216224925,0.8668178047751,1.10612344408594,1.14047100737143,0.947258666671333,0.993924522580643,1.50376418790022,1.1891192121085,0.783045673706306,1.08267641500971,0.864292964696288,0.82229625193921,0.936582824742501,1.08426093738171,1.36649705925601,1.21949766725393,0.745516357174651,1.42803803181947,1.14932921942854,1.44600372171396,1.11273742117323,1.140257065507,1.14788910345264,1.13499571816602,1.04588288656881,1.15270958956249,1.08393209355125,1.14864530404957,1.12256481671021,1.21146387258952,0.979853535047958,0.972653003377967,0.944521768083925,0.995054396779441,0.902659007756042,1.42856783358731,0.887904051859212,1.04663435422847,0.763502922156152,0.748758104856672,0.843977276294174,0.849087058602096,1.06055574579164,0.835808185145037,0.672899794821939,1.44972845772899,1.50180129594689,0.96367199110361,1.4127636394974,1.15094137844898,1.08434479823138,1.44735839063821,0.938204151929339,1.33575335616342,0.964315155396818,1.19681916026459,1.15725005961774,1.08179495701415,1.04579454915977,1.20063210094363,1.13727580900505,0.342661609312496,1.1967496861873,0.944816786502304,1.16268378075492,1.09372026672667,1.1652481584915,1.06281577868481,1.13043179303854,1.03985302359303,1.04005677918369,0.927854206692917,1.18094935869234,0.747643424271186,1.17146479405197,1.13015274439759,1.22005550058059,0.881029136222973,1.06857425196925,0.879447144369153,0.964417428359421,0.786696236372123,1.17351974448322,0.776735771384849,1.14934690489348,1.1089819952781,1.20224393412176,1.15325169289793,0.698633874580896,1.17733056510618,1.12234304573152,1.09495326763029,1.13535575129444,1.17888766665617,1.14974009314432,1.16511994452388,1.12478995123924,1.32251876800374,1.19115334590318,0.694060205136385,1.24891314145245,1.25902076333508
Subject09_timefreq_fft_251222_1329_specparam.mat,0.973960374478811,1.35016157273226,0.990557149692808,1.15944565055157,0.783443065217225,0.66596084741879,0.962365632956946,0.864129150277723,0.732967758122556,0.74798703121512,1.12950919739394,1.31635883227595,0.818931236299114,0.883738364021756,0.729831342650887,0.737863325642031,1.21153753640827,1.34936801146062,1.02778881508968,0.773606459429629,0.910404902871893,0.889563044962013,1.16800682029146,1.03278261565414,1.12249442716773,1.35559001201857,0.829064187101772,0.826151481560069,0.953502466749771,0.75971629724924,0.117773180105789,0.716197791931292,0.88343483004327,1.30930223151006,0.70164184523005,0.879161015723794,1.08363134070325,1.28573545161289,1.05603292764948,1.03964563348839,0.968982280826402,1.28055863919269,1.04701114610962,0.958461182914999,0.908988010841489,0.754850613945,0.888070980684687,0.774285414297203,0.742807888514913,0.622105478818822,1.40473091427556,0.662588489367747,0.897047193893768,1.05246477692536,0.897564213764807,0.791314510692137,0.850705471519428,0.716355466879275,0.708460929721171,0.720881377136673,1.01488024092375,1.00987339706097,0.777218359160096,0.939477425420518,1.23935617112291,1.18696552476556,1.10413829501682,1.15103664168578,0.599948365559507,1.19581436833485,1.35494777947782,0.958465902026581,0.963854494587528,0.891014061288967,0.964875798627766,0.854737410228311,1.1735319346672,0.942908909943325,1.304294552169,0.834000964669833,1.30701395907478,0.892242165157256,0.783490604514615,0.744202939192311,0.668748110424514,0.677398685406354,0.70524975904413,0.823548441245188,0.884152586274269,0.762434758596485,0.650407368350166,0.784983844043094,0.775635208310827,1.18564845763278,0.655866208611761,0.837995068358447,0.784677299078457,0.698134430837593,0.663197012962228,0.812810364308801,0.882669763883928,0.733679054605576,0.914256851914859,0.884828521325182,0.740024984189601,0.703461622234466,0.726670663007259,0.699617969350908,0.877591140087924,0.686022991407762,0.711810364179884,0.726071376195068,0.72635732112609,0.72652883906661,0.731562168191542,0.725192335160909,0.728485514148228,1.10832135140488,0.727436337977969,0.736943170022166,0.733923616338436,0.757810562593,0.725584475144859,0.722099472051948,0.77391667847609,0.719596540473678,0.727830243876077,0.772858480863397
Subject10_timefreq_fft_251222_1329_specparam.mat,1.43814371871151,1.53942702057689,1.22071910600051,1.17808818266718,1.23799223535163,1.01686539243081,1.27514078392338,0.904015523189012,1.07334684926338,1.1410278445466,1.16047081968309,1.51882241206034,1.04489308477098,1.07733796719262,0.141328507590426,1.1589330951101,1.20221252887599,1.52491484916102,1.21385604995003,1.13279982653531,1.21432028499532,1.24007321054271,1.47152403344065,1.3033180896491,1.20185933663252,1.55861156605892,1.21477659631351,1.67357495592794,1.08222455035122,1.10254061598177,0.966433110198008,1.46746426229457,1.18186153512514,1.08761596498947,1.34867507958018,1.17425722815633,1.44995088831284,1.27770504676707,1.43037393526249,1.28466833512245,1.09542040701862,1.2671790171168,1.31161261923906,0.782967660449537,1.22800758099661,0.991650633733813,1.18716884611811,1.24096068665103,1.10355326245458,0.982302806179719,1.14949676613973,1.1269377470219,1.18868797657486,1.10514520051169,1.30312973794755,1.11696689244572,1.11962557484978,1.09032862448049,1.13865082864882,1.14756681890336,1.37521346050148,1.35788007534317,1.24940309563978,1.50226878642554,1.43622377671114,1.37261913769918,1.25092934157798,1.1972067917578,1.56159500764674,1.4408724457315,1.51851897648921,1.337415977369,1.39212519775729,1.32439131162601,1.75779613411459,1.22121556959427,1.15044823061359,1.09150601618963,1.39513081350066,1.23342953505999,1.51280839141948,1.27357586354314,1.25238117313019,1.18509288948635,1.47323120322639,1.01610220570835,1.05749905649714,1.00828012247201,1.08979775754571,1.07092222519233,1.47288879987868,1.26188202853708,1.33735193411991,1.05399537961011,1.31718410700589,0.958938212730155,1.02275618786161,1.11854406251263,0.993133874773621,1.22092747120391,1.09466729729092,1.26575929064527,1.33305680250417,1.30325652688368,1.05381029281756,1.0750517302675,1.10093655426172,1.04239361633579,1.20259722015405,1.11716277861768,1.17975958785625,1.35760546702691,1.20193020981168,1.10670176581028,1.22383507608874,1.13215530703524,1.17368184597219,1.20841146572287,1.1877201914856,1.11748965659576,1.09845420858049,1.21092621419735,1.10789291526806,1.0383756411871,1.2163169349205,1.09663562599918,1.17830658419631,1.21036784590191
